,player_name,player_id,season,poss,mp,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
28,Arron Afflalo,afflaar01,2016,4648,2371,-0.625410261,-2.481338924,-3.106749185,-0.424460423,-0.424460423,0.0,-0.8405301059999999,-2.375143951,-3.2156740580000003,-1.606045594
29,Arron Afflalo,afflaar01,2017,3146,1580,-1.252486813,-4.757288217,-6.00977503,-2.593034888,-2.593034888,0.0,-1.84469576,-4.240256022,-6.084951782,-1.296124622
30,Arron Afflalo,afflaar01,2018,1389,682,-2.8589562089999996,-1.5240339669999998,-4.382990176,-0.562242617,-0.562242617,0.0,-3.633802694,-3.040735815,-6.67453851,-1.041661365
31,Alexis Ajinca,ajincal01,2014,1855,951,-2.054606668,-0.75344482,-2.808051489,-0.028102436,-0.028102436,0.0,-1.741946245,-0.19430376100000002,-1.9362500059999999,-0.218473544
32,Alexis Ajinca,ajincal01,2015,1865,967,-0.39720136899999997,1.3755764240000001,0.978375055,1.837508138,1.7932864819999998,0.044221656,-1.056940092,1.216471195,0.15953110199999998,-0.057111061
33,Alexis Ajinca,ajincal01,2016,1777,861,-3.4440590380000002,1.2915655000000001,-2.1524935380000003,0.262838216,0.262838216,0.0,-3.4094998939999996,0.7973434559999999,-2.612156438,0.135601825
34,Alexis Ajinca,ajincal01,2017,1223,584,-4.436739426,1.229835643,-3.206903783,-0.136314643,-0.136314643,0.0,-3.801996307,1.020942858,-2.781053448,0.12757212099999998
35,DeVaughn Akoon-Purcell,akoonde01,2019,49,22,-2.229499469,-1.0198397909999999,-3.24933926,-0.005555579000000001,-0.005555579000000001,0.0,-1.262366442,0.66152002,-0.600846423,-0.894707629
36,Furkan Aldemir,aldemfu01,2015,1087,540,-0.318228362,-1.6619181319999998,-1.980146495,0.21216464,0.21216464,0.0,-1.756878546,-1.101017437,-2.857895983,0.028863509
37,Cole Aldrich,aldrico01,2014,658,330,-0.508187124,3.896700735,3.388513611,1.02873738,1.02873738,0.0,-1.1301157640000001,1.73834343,0.608227665,-0.443568112
38,Cole Aldrich,aldrico01,2015,1915,976,-2.78804587,1.4596428609999998,-1.328403009,0.709716538,0.709716538,0.0,-2.373581826,0.637865935,-1.735715892,0.247213254
39,Cole Aldrich,aldrico01,2016,1770,877,-1.340703831,2.88412763,1.5434237990000002,1.936260175,1.5263496890000001,0.409910486,-0.830005575,4.124676179,3.294670604,0.39225745799999995
40,Cole Aldrich,aldrico01,2017,1088,531,-2.040379858,-0.17378886699999999,-2.214168724,0.144464506,0.144464506,0.0,-2.449468257,0.7939798440000001,-1.655488413,-0.473588409
41,Cole Aldrich,aldrico01,2018,111,49,-6.294758546000001,-4.6802850430000005,-10.97504359,-0.20586342300000002,-0.20586342300000002,0.0,-5.229497475,-4.050028846,-9.279526322,0.11528695300000001
42,LaMarcus Aldridge,aldrila01,2014,5862,2939,1.433515593,2.326357965,3.7598735580000002,9.746017938,7.721583795,2.024434143,2.024422056,2.497569684,4.521991741,-0.8479951579999999
43,LaMarcus Aldridge,aldrila01,2015,5385,2720,2.278443308,1.6377085359999999,3.916151844,9.152786751,8.937972946,0.214813805,2.2616049780000003,1.658809376,3.9204143539999996,-0.9372029740000001
44,LaMarcus Aldridge,aldrila01,2016,5096,2598,0.982099464,1.616412491,2.598511954,7.059470295,5.790129718999999,1.2693405759999998,0.51483322,2.016064272,2.5308974930000003,-1.033026966
45,LaMarcus Aldridge,aldrila01,2017,5577,2872,-1.3933649869999998,1.052974577,-0.34039041,3.4371449839999997,4.08566087,-0.6485158870000001,-0.743143514,1.47008838,0.726944866,-1.6647838990000001
46,LaMarcus Aldridge,aldrila01,2018,5298,2686,2.59819016,1.373438861,3.971629021,9.076819119,8.582586812,0.49423230700000004,2.411605111,1.564133205,3.975738315,-1.5931524869999998
47,LaMarcus Aldridge,aldrila01,2019,5983,2931,0.648585995,1.414263641,2.062849637,7.137532501,6.412486887999999,0.7250456129999999,0.608198425,1.1904267640000001,1.7986251880000002,-1.233310548
