slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
johnsla02,Larry Johnson,SMALL FORWARD,28,NEW YORK KNICKS,70,2412,15.8,0.539,0.071,0.32,8.7,11.3,10.0,11.4,0.9,0.4,11.2,22.1,4.0,2.9,6.9,0.137,1.1,-0.5,0.6,1.6,False
jonesch01,Charles Jones,POWER FORWARD,40,HOUSTON ROCKETS,24,127,7.8,0.689,0.0,0.2,11.3,11.1,11.2,5.7,0.4,3.3,26.9,5.3,0.2,0.0,0.2,0.078,-3.2,-0.1,-3.4,0.0,False
jonesdo01,Dontae' Jones,SMALL FORWARD,22,BOSTON CELTICS,15,91,3.8,0.386,0.404,0.0,3.6,8.5,5.8,9.9,1.1,2.6,16.2,32.3,-0.4,0.0,-0.3,-0.175,-6.5,-4.3,-10.9,-0.2,False
jonesed02,Eddie Jones,SHOOTING GUARD,26,LOS ANGELES LAKERS,80,2910,18.0,0.592,0.366,0.304,3.4,8.2,5.9,13.5,2.8,1.3,11.4,19.5,6.8,3.2,10.1,0.166,2.9,1.1,4.0,4.4,False
jonespo01,Popeye Jones,POWER FORWARD,27,TORONTO RAPTORS,14,352,13.4,0.443,0.024,0.15,15.3,17.2,16.2,8.6,1.5,0.6,10.6,18.9,0.2,0.1,0.3,0.038,-1.3,-3.2,-4.5,-0.2,False
jordami01,Michael Jordan,SHOOTING GUARD,34,CHICAGO BULLS,82,3181,25.2,0.533,0.067,0.381,4.7,12.5,8.5,18.0,2.4,1.0,7.7,33.7,10.4,5.4,15.8,0.238,5.9,1.0,6.9,7.1,False
jordare01,Reggie Jordan,SHOOTING GUARD,30,MINNESOTA TIMBERWOLVES,57,487,15.3,0.515,0.009,0.637,13.4,9.2,11.3,15.1,3.7,1.3,17.2,15.9,0.6,0.5,1.2,0.114,-0.1,1.4,1.3,0.4,False
keefead01,Adam Keefe,CENTER,27,UTAH JAZZ,80,2047,14.5,0.605,0.0,0.472,11.6,14.8,13.3,6.7,1.4,0.9,12.2,13.2,4.8,1.7,6.5,0.153,1.3,-0.6,0.6,1.3,False
kempsh01,Shawn Kemp,POWER FORWARD,28,CLEVELAND CAVALIERS,80,2769,17.5,0.512,0.007,0.478,9.9,23.0,16.5,13.6,2.1,2.5,16.1,28.0,0.9,5.9,6.8,0.118,-0.5,1.1,0.6,1.8,False
kemptti01,Tim Kempton,POWER FORWARD,34,ORLANDO MAGIC,3,15,-5.1,0.0,0.0,0.0,0.0,8.0,3.9,9.5,0.0,0.0,0.0,6.1,0.0,0.0,0.0,-0.089,-11.7,-1.5,-13.2,0.0,False
kemptti01,Tim Kempton,POWER FORWARD,34,TORONTO RAPTORS,5,32,0.4,0.286,0.0,0.0,13.5,3.6,8.8,9.2,1.6,4.3,36.4,15.1,-0.1,0.0,-0.1,-0.175,-9.4,-2.7,-12.1,-0.1,False
kerrst01,Steve Kerr,POINT GUARD,32,CHICAGO BULLS,50,1119,12.9,0.581,0.43,0.162,1.4,6.5,3.9,13.2,1.3,0.3,7.7,14.0,2.5,1.2,3.8,0.161,0.5,0.5,1.0,0.9,False
kerseje01,Jerome Kersey,SMALL FORWARD,35,SEATTLE SUPERSONICS,37,717,12.6,0.447,0.043,0.279,9.5,12.9,11.3,9.6,3.9,1.5,12.1,19.2,0.0,1.2,1.2,0.079,-3.3,1.0,-2.3,-0.1,False
kiddja01,Jason Kidd,POINT GUARD,24,PHOENIX SUNS,82,3118,16.4,0.502,0.271,0.243,4.1,14.7,9.5,35.6,2.7,0.6,21.5,17.6,3.2,4.8,8.0,0.123,1.5,1.6,3.1,4.0,False
kittlke01,Kerry Kittles,SHOOTING GUARD,23,NEW JERSEY NETS,77,2814,17.5,0.525,0.228,0.217,5.1,10.1,7.4,10.6,2.5,1.0,7.7,21.2,6.2,2.2,8.4,0.144,2.9,0.2,3.1,3.7,False
kleinjo01,Joe Kleine,CENTER,36,CHICAGO BULLS,46,397,5.5,0.408,0.0,0.17,7.8,14.5,11.1,11.2,0.5,0.9,19.7,16.0,-0.4,0.5,0.1,0.016,-6.3,-0.2,-6.5,-0.5,False
knighbr01,Brevin Knight,POINT GUARD,22,CLEVELAND CAVALIERS,80,2483,17.1,0.515,0.012,0.424,3.4,9.1,6.3,43.7,4.2,0.6,21.6,16.7,3.5,4.9,8.4,0.163,0.5,3.1,3.6,3.5,False
knightr01,Travis Knight,CENTER,23,BOSTON CELTICS,74,1503,13.6,0.499,0.126,0.235,10.5,18.8,14.3,10.9,1.8,4.3,15.3,16.4,1.1,1.9,3.0,0.096,-2.0,0.7,-1.2,0.3,False
kukocto01,Toni Kukoč,SMALL FORWARD,29,CHICAGO BULLS,74,2235,17.3,0.525,0.207,0.26,6.2,10.6,8.4,23.4,1.8,1.2,14.1,21.9,3.7,3.3,7.0,0.15,2.4,0.9,3.3,3.0,False
laettch01,Christian Laettner,POWER FORWARD,28,ATLANTA HAWKS,74,2282,18.5,0.576,0.037,0.485,7.6,17.2,12.6,14.6,1.7,2.2,17.1,21.7,4.6,3.0,7.5,0.159,1.4,1.0,2.4,2.5,False
langan01,Andrew Lang,CENTER,31,MILWAUKEE BUCKS,57,692,8.5,0.452,0.007,0.399,9.8,17.3,13.5,3.5,1.4,2.9,16.4,13.3,-0.1,0.8,0.7,0.047,-3.8,0.5,-3.3,-0.2,False
langan02,Antonio Lang,SMALL FORWARD,25,MIAMI HEAT,6,29,14.9,0.704,0.0,1.6,8.4,11.8,10.1,5.6,3.8,0.0,31.9,20.1,0.0,0.0,0.1,0.122,-3.0,0.5,-2.5,0.0,False
larueru01,Rusty LaRue,POINT GUARD,24,CHICAGO BULLS,14,140,7.3,0.466,0.327,0.163,0.8,5.7,3.3,5.7,1.2,0.5,10.3,18.7,0.0,0.1,0.1,0.04,-3.7,0.2,-3.6,-0.1,False
laudepr01,Priest Lauderdale,CENTER,24,DENVER NUGGETS,39,345,10.0,0.458,0.0,0.543,9.0,25.7,17.1,11.6,1.1,3.7,22.6,26.8,-0.9,0.2,-0.6,-0.087,-6.4,-1.0,-7.4,-0.5,False
lawsoja01,Jason Lawson,CENTER,23,ORLANDO MAGIC,17,80,21.5,0.67,0.0,0.667,11.5,28.6,19.9,10.7,2.8,3.6,9.3,12.3,0.3,0.2,0.5,0.28,1.1,3.7,4.8,0.1,False
legleti01,Tim Legler,SHOOTING GUARD,31,WASHINGTON WIZARDS,8,76,-4.5,0.217,0.316,0.211,2.9,3.1,3.0,5.3,0.7,0.0,16.2,14.5,-0.3,0.0,-0.3,-0.165,-10.9,-2.5,-13.4,-0.2,False
lenarvo01,Voshon Lenard,SHOOTING GUARD,24,MIAMI HEAT,81,2621,13.3,0.547,0.443,0.21,3.3,9.5,6.5,11.8,1.2,0.4,9.6,18.4,4.5,2.5,7.1,0.129,1.2,-0.3,0.9,1.9,False
listeal01,Alton Lister,CENTER,39,PORTLAND TRAIL BLAZERS,7,44,2.4,0.375,0.0,0.0,5.5,23.0,14.5,3.4,1.2,1.7,20.0,10.3,-0.1,0.1,0.0,0.021,-8.9,1.9,-7.0,-0.1,False
livinra01,Randy Livingston,POINT GUARD,22,ATLANTA HAWKS,12,82,5.2,0.352,0.0,0.417,1.5,6.9,4.3,8.8,4.7,1.7,29.7,11.4,-0.2,0.1,0.0,-0.028,-5.4,4.1,-1.3,0.0,False
llamaho01,Horacio Llamas,CENTER,24,PHOENIX SUNS,8,42,8.6,0.472,0.143,0.476,11.4,38.0,25.0,4.0,1.3,5.2,26.2,37.1,-0.2,0.1,-0.1,-0.083,-14.5,-2.2,-16.7,-0.2,False
lohaubr01,Brad Lohaus,POWER FORWARD,33,SAN ANTONIO SPURS,9,102,5.2,0.426,0.667,0.143,3.6,9.6,6.8,7.4,0.5,1.4,11.8,11.6,0.0,0.1,0.1,0.043,-3.9,-0.3,-4.2,-0.1,False
longgr01,Grant Long,POWER FORWARD,31,DETROIT PISTONS,40,739,10.0,0.496,0.034,0.487,9.1,15.1,12.1,5.2,2.1,1.2,13.4,10.3,0.6,1.0,1.6,0.104,-2.6,1.5,-1.1,0.2,False
longllu01,Luc Longley,CENTER,29,CHICAGO BULLS,58,1703,13.5,0.492,0.0,0.243,7.6,15.4,11.5,15.5,1.1,2.6,16.2,21.2,0.6,2.8,3.4,0.096,-1.9,1.1,-0.8,0.5,False
lynchge01,George Lynch,SMALL FORWARD,27,VANCOUVER GRIZZLIES,82,1493,16.8,0.526,0.058,0.306,11.4,16.5,13.9,13.8,2.3,1.9,15.1,20.5,1.7,0.8,2.5,0.079,0.4,-0.6,-0.2,0.7,False
macksa01,Sam Mack,SMALL FORWARD,27,VANCOUVER GRIZZLIES,57,1414,12.4,0.519,0.481,0.138,2.4,8.4,5.4,11.9,1.5,0.5,10.4,20.8,1.3,-0.2,1.1,0.037,0.3,-2.2,-1.9,0.0,False
macledo01,Don MacLean,SMALL FORWARD,28,NEW JERSEY NETS,9,42,-6.5,0.15,0.2,0.0,7.8,5.9,6.9,0.0,0.0,0.0,16.7,12.4,-0.1,0.0,-0.2,-0.173,-9.9,-5.1,-15.0,-0.1,False
madkige01,Gerald Madkins,SHOOTING GUARD,28,GOLDEN STATE WARRIORS,19,243,9.8,0.499,0.441,0.206,0.9,5.9,3.3,27.9,2.8,0.3,26.0,9.0,0.1,0.2,0.3,0.057,-2.3,2.0,-0.3,0.1,False
mahorri01,Rick Mahorn,CENTER,39,DETROIT PISTONS,59,707,7.8,0.49,0.0,0.264,10.9,22.0,16.4,3.3,1.1,0.7,20.4,11.9,0.0,0.9,0.9,0.064,-4.5,-0.6,-5.0,-0.5,False
majerda01,Dan Majerle,SHOOTING GUARD,32,MIAMI HEAT,72,1928,12.2,0.562,0.672,0.116,3.0,13.0,8.2,13.0,1.9,0.6,12.3,12.7,2.8,2.5,5.3,0.131,0.7,1.5,2.3,2.1,False
malonka01,Karl Malone,POWER FORWARD,34,UTAH JAZZ,81,3030,27.9,0.597,0.004,0.56,8.3,24.8,17.1,20.9,1.7,1.7,11.9,31.8,12.1,4.3,16.4,0.259,6.6,0.7,7.3,7.1,False
malonma01,Matt Maloney,POINT GUARD,26,HOUSTON ROCKETS,78,2217,10.5,0.539,0.59,0.133,0.9,6.6,3.8,15.6,1.5,0.2,14.7,14.9,1.9,0.3,2.2,0.047,-0.6,-1.3,-1.8,0.1,False
mannida01,Danny Manning,POWER FORWARD,31,PHOENIX SUNS,70,1794,19.8,0.554,0.009,0.299,7.3,17.9,12.8,13.6,2.1,1.9,10.5,24.1,3.5,3.0,6.5,0.174,1.4,1.3,2.7,2.1,False
marbust01,Stephon Marbury,POINT GUARD,20,MINNESOTA TIMBERWOLVES,82,3112,16.3,0.505,0.246,0.364,2.1,6.2,4.2,36.1,1.7,0.2,15.1,24.1,4.2,1.1,5.3,0.082,1.9,-2.0,-0.1,1.5,False
marshdo01,Donyell Marshall,SMALL FORWARD,24,GOLDEN STATE WARRIORS,73,2611,15.5,0.474,0.184,0.198,8.3,17.6,12.8,11.2,1.9,1.9,11.0,22.3,1.0,3.2,4.2,0.078,0.3,0.3,0.6,1.7,False
martida01,Darrick Martin,POINT GUARD,26,LOS ANGELES CLIPPERS,82,2299,12.3,0.509,0.401,0.297,0.9,7.2,4.1,23.2,1.9,0.3,15.7,18.9,2.0,-0.1,1.9,0.041,-1.0,-1.8,-2.8,-0.5,False
mashbja01,Jamal Mashburn,SMALL FORWARD,25,MIAMI HEAT,48,1729,14.1,0.533,0.211,0.4,5.0,10.8,8.0,13.3,1.4,0.6,13.7,21.2,2.2,1.8,4.1,0.113,0.6,-0.5,0.1,0.9,False
masonan01,Anthony Mason,POWER FORWARD,31,CHARLOTTE HORNETS,81,3148,16.4,0.552,0.005,0.526,6.9,24.7,15.8,17.3,1.2,0.4,13.4,16.0,5.7,3.5,9.3,0.141,1.7,0.6,2.3,3.4,False
masseto01,Tony Massenburg,CENTER,30,VANCOUVER GRIZZLIES,61,894,14.9,0.536,0.0,0.443,10.3,19.5,14.9,4.0,1.5,1.9,14.0,21.4,0.8,0.4,1.3,0.067,-2.0,-2.3,-4.4,-0.5,False
maxweve01,Vernon Maxwell,SHOOTING GUARD,32,ORLANDO MAGIC,11,169,9.4,0.453,0.333,0.333,3.4,5.7,4.5,13.0,0.7,0.4,11.8,27.5,0.0,0.1,0.0,0.013,-2.9,-2.8,-5.7,-0.2,False
maxweve01,Vernon Maxwell,SHOOTING GUARD,32,CHARLOTTE HORNETS,31,467,13.2,0.539,0.478,0.189,2.4,9.0,5.7,14.6,1.6,0.5,12.6,22.1,0.5,0.3,0.8,0.08,0.0,-1.3,-1.2,0.1,False
maybele01,Lee Mayberry,POINT GUARD,27,VANCOUVER GRIZZLIES,79,1835,9.2,0.489,0.516,0.146,1.2,5.9,3.6,27.7,1.8,0.4,23.3,11.7,0.7,-0.3,0.4,0.012,-2.1,-1.6,-3.7,-0.8,False
mccanbo01,Bob McCann,SMALL FORWARD,33,TORONTO RAPTORS,1,5,-7.3,0.0,0.0,0.0,0.0,23.3,11.2,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,-0.186,-13.9,-3.6,-17.4,0.0,False
mccarwa01,Walter McCarty,SMALL FORWARD,23,BOSTON CELTICS,82,2340,11.6,0.483,0.24,0.266,6.5,12.3,9.2,11.9,2.4,1.5,14.7,17.7,0.8,2.2,2.9,0.06,-1.4,-0.1,-1.5,0.3,False
mccloge01,George McCloud,SMALL FORWARD,30,PHOENIX SUNS,63,1213,12.7,0.507,0.487,0.119,4.4,16.2,10.5,10.8,2.3,0.8,12.3,19.2,0.6,1.9,2.4,0.096,-0.8,0.8,-0.1,0.6,False
mcdanxa01,Xavier McDaniel,SMALL FORWARD,34,NEW JERSEY NETS,20,180,4.3,0.373,0.0,0.267,7.2,13.1,10.0,7.0,0.9,0.8,19.3,10.0,-0.1,0.1,0.0,-0.007,-5.5,-0.4,-5.9,-0.2,False
mcdonmi01,Michael McDonald,CENTER,28,CHARLOTTE HORNETS,1,4,-22.1,0.0,0.0,0.0,30.5,0.0,15.1,0.0,0.0,0.0,100.0,23.1,-0.1,0.0,-0.1,-0.638,-26.2,-6.2,-32.4,0.0,False
mcdyean01,Antonio McDyess,POWER FORWARD,23,PHOENIX SUNS,81,2441,20.3,0.571,0.002,0.355,10.1,19.0,14.7,7.5,2.2,4.0,11.7,22.5,4.8,4.6,9.4,0.185,0.8,1.4,2.1,2.5,False
mcgratr01,Tracy McGrady,SMALL FORWARD,18,TORONTO RAPTORS,64,1179,17.4,0.505,0.103,0.279,9.6,16.2,12.8,14.0,2.2,3.6,12.9,19.1,1.3,0.7,2.0,0.081,1.3,-0.7,0.6,0.8,False
mcilvji01,Jim McIlvaine,CENTER,25,SEATTLE SUPERSONICS,78,1211,9.5,0.477,0.013,0.363,9.7,15.8,12.8,2.3,1.1,8.6,17.3,12.0,0.0,1.9,1.9,0.075,-5.3,2.0,-3.3,-0.4,False
mckeyde01,Derrick McKey,SMALL FORWARD,31,INDIANA PACERS,57,1316,10.7,0.497,0.052,0.235,7.1,11.9,9.6,10.7,2.4,1.6,18.0,15.9,0.1,2.1,2.1,0.077,-2.0,1.8,-0.2,0.6,False
mckieaa01,Aaron McKie,SMALL FORWARD,25,DETROIT PISTONS,24,472,10.1,0.478,0.163,0.221,6.0,11.2,8.6,12.9,2.7,0.2,17.4,13.6,0.1,0.6,0.7,0.069,-2.3,2.0,-0.3,0.2,False
mckieaa01,Aaron McKie,SHOOTING GUARD,25,PHILADELPHIA 76ERS,57,1341,8.1,0.383,0.166,0.116,2.9,11.1,7.0,15.8,3.1,0.7,15.2,11.5,-0.8,1.4,0.7,0.024,-4.0,2.0,-1.9,0.0,False
mcmilna01,Nate McMillan,SHOOTING GUARD,33,SEATTLE SUPERSONICS,18,279,12.7,0.46,0.507,0.015,5.7,11.4,8.6,28.6,2.7,1.1,15.1,13.2,0.4,0.3,0.8,0.131,0.4,1.9,2.3,0.3,False
mercero01,Ron Mercer,SHOOTING GUARD,21,BOSTON CELTICS,80,2662,14.1,0.491,0.024,0.196,4.4,8.3,6.2,11.6,2.4,0.5,9.6,22.3,2.2,1.9,4.0,0.073,-0.7,-0.7,-1.4,0.4,False
milicma01,Marko Milič,SMALL FORWARD,20,PHOENIX SUNS,33,163,18.4,0.644,0.094,0.266,7.3,10.5,9.0,13.5,3.2,0.0,22.7,25.7,0.1,0.2,0.3,0.102,-0.4,-0.1,-0.5,0.1,False
millean01,Anthony Miller,POWER FORWARD,26,ATLANTA HAWKS,37,228,16.4,0.571,0.0,0.75,16.1,19.9,18.1,2.2,3.6,0.9,16.8,16.9,0.3,0.4,0.8,0.159,-1.8,0.1,-1.8,0.0,False
milleol01,Oliver Miller,CENTER,27,TORONTO RAPTORS,64,1628,12.8,0.485,0.011,0.274,9.7,18.2,13.8,18.8,1.8,3.0,24.1,14.7,-0.1,0.9,0.9,0.026,-1.9,0.1,-1.8,0.1,False
millere01,Reggie Miller,SHOOTING GUARD,32,INDIANA PACERS,81,2795,19.8,0.619,0.353,0.407,2.1,7.6,5.0,11.1,1.5,0.3,9.1,23.9,9.2,2.8,12.0,0.206,4.8,0.1,4.8,4.8,False
millsch01,Chris Mills,SMALL FORWARD,28,NEW YORK KNICKS,80,2183,12.7,0.512,0.203,0.28,6.6,15.9,11.2,10.4,1.1,1.1,12.4,18.6,1.9,3.3,5.1,0.113,-1.0,0.6,-0.4,0.9,False
millste01,Terry Mills,POWER FORWARD,30,MIAMI HEAT,50,782,7.7,0.481,0.393,0.16,5.3,17.1,11.4,8.1,1.3,0.8,16.9,15.8,-0.2,1.1,0.9,0.057,-4.1,0.3,-3.8,-0.4,False
minorgr01,Greg Minor,SHOOTING GUARD,26,BOSTON CELTICS,69,1126,11.8,0.481,0.097,0.268,5.3,10.9,7.8,12.2,2.4,0.8,10.7,15.4,0.8,0.9,1.7,0.074,-1.6,0.1,-1.5,0.1,False
mitchsa01,Sam Mitchell,SMALL FORWARD,34,MINNESOTA TIMBERWOLVES,81,2239,15.8,0.539,0.054,0.365,6.0,13.4,9.8,7.6,1.5,0.7,6.6,19.7,4.7,1.4,6.1,0.131,0.4,-0.9,-0.5,0.8,False
montrer01,Eric Montross,CENTER,26,PHILADELPHIA 76ERS,20,337,6.7,0.397,0.0,0.25,9.5,22.0,15.7,3.3,1.1,2.6,15.1,13.2,-0.3,0.4,0.1,0.015,-5.7,-0.5,-6.2,-0.4,False
montrer01,Eric Montross,CENTER,26,DETROIT PISTONS,28,354,9.4,0.46,0.0,0.309,13.7,22.4,18.0,1.8,0.9,3.2,15.3,12.0,0.1,0.5,0.6,0.082,-4.6,-0.1,-4.7,-0.2,False
morrich01,Chris Morris,SMALL FORWARD,32,UTAH JAZZ,54,538,14.7,0.498,0.3,0.295,8.7,17.1,13.2,7.5,2.5,2.4,12.4,23.0,0.3,0.7,1.0,0.092,-0.8,-0.4,-1.2,0.1,False
motenla01,Lawrence Moten,SHOOTING GUARD,25,WASHINGTON WIZARDS,8,27,-0.2,0.305,0.077,0.308,4.1,0.0,2.1,16.7,0.0,0.0,6.3,25.9,-0.1,0.0,-0.1,-0.134,-10.8,-3.9,-14.7,-0.1,False
mournal01,Alonzo Mourning,CENTER,27,MIAMI HEAT,58,1939,22.4,0.595,0.0,0.635,12.1,21.4,16.9,5.2,1.1,4.9,16.0,26.8,3.9,3.6,7.5,0.185,1.8,0.7,2.5,2.2,False
mullich01,Chris Mullin,SMALL FORWARD,34,INDIANA PACERS,82,2177,16.9,0.607,0.351,0.237,2.2,11.1,6.9,14.6,2.4,1.3,13.3,19.3,4.4,3.2,7.6,0.168,2.4,1.9,4.3,3.5,False
murdoer01,Eric Murdock,POINT GUARD,29,MIAMI HEAT,82,1395,15.7,0.52,0.217,0.372,3.4,9.5,6.6,26.4,4.0,0.7,17.6,19.8,1.7,2.4,4.1,0.139,-0.7,2.9,2.2,1.5,False
murrala01,Lamond Murray,SMALL FORWARD,24,LOS ANGELES CLIPPERS,79,2579,17.8,0.548,0.155,0.299,7.5,13.9,10.7,9.9,2.4,1.4,13.3,22.1,3.7,1.2,4.9,0.092,1.4,-0.8,0.5,1.6,False
murratr01,Tracy Murray,SMALL FORWARD,26,WASHINGTON WIZARDS,82,2227,17.3,0.563,0.4,0.208,3.7,10.7,7.1,6.5,1.6,0.8,8.5,24.0,4.6,1.9,6.5,0.139,2.8,-0.8,2.0,2.3,False
mutomdi01,Dikembe Mutombo,CENTER,31,ATLANTA HAWKS,82,2917,19.8,0.584,0.0,0.608,11.5,25.6,18.8,4.8,0.6,6.6,15.1,17.6,5.6,5.2,10.8,0.177,1.2,1.4,2.6,3.4,False
muursma01,Martin Müürsepp,POWER FORWARD,23,DALLAS MAVERICKS,41,603,14.9,0.528,0.199,0.351,8.3,12.8,10.5,8.5,2.6,1.6,11.6,18.9,0.8,0.6,1.4,0.111,-1.5,0.0,-1.6,0.1,False
myerspe01,Pete Myers,SHOOTING GUARD,34,NEW YORK KNICKS,9,40,16.3,0.554,0.0,0.6,14.9,15.1,15.0,12.6,5.4,0.0,24.0,19.5,0.0,0.1,0.1,0.149,-2.1,5.1,3.0,0.0,False
nashst01,Steve Nash,POINT GUARD,23,PHOENIX SUNS,76,1664,15.6,0.556,0.334,0.147,2.3,8.8,5.6,25.2,2.0,0.2,13.6,19.6,2.9,1.8,4.8,0.137,1.1,0.3,1.4,1.4,False
newbiiv01,Ivano Newbill,POWER FORWARD,27,VANCOUVER GRIZZLIES,28,249,7.6,0.413,0.018,0.526,11.1,20.7,15.9,5.3,2.1,0.8,19.5,15.6,-0.3,0.1,-0.1,-0.022,-5.4,-1.5,-6.9,-0.3,False
newmajo01,Johnny Newman,SMALL FORWARD,34,DENVER NUGGETS,74,2176,14.9,0.547,0.131,0.557,2.6,5.1,3.8,12.2,1.9,0.8,12.9,23.9,3.2,-0.4,2.7,0.06,-0.4,-2.2,-2.6,-0.3,False
nordgje01,Jeff Nordgaard,POWER FORWARD,24,MILWAUKEE BUCKS,13,48,11.6,0.41,0.0,0.5,10.1,25.7,17.8,10.0,2.2,0.0,12.0,23.7,0.0,0.1,0.0,0.043,-3.2,-0.5,-3.7,0.0,False
obannch01,Charles O'Bannon,SHOOTING GUARD,22,DETROIT PISTONS,30,234,10.5,0.423,0.043,0.217,7.1,9.7,8.4,12.0,2.1,0.3,10.6,16.8,0.0,0.2,0.2,0.048,-2.2,0.1,-2.1,0.0,False
onealje01,Jermaine O'Neal,POWER FORWARD,19,PORTLAND TRAIL BLAZERS,60,808,12.7,0.498,0.009,0.385,11.9,16.8,14.5,3.6,1.0,5.2,16.9,18.2,-0.1,1.3,1.2,0.073,-3.6,0.5,-3.0,-0.2,False
onealsh01,Shaquille O'Neal,CENTER,25,LOS ANGELES LAKERS,60,2175,28.8,0.587,0.0,0.594,11.1,24.0,17.7,13.5,0.9,4.6,10.8,32.9,6.7,3.4,10.2,0.224,5.7,0.2,5.8,4.3,False
oaklech01,Charles Oakley,POWER FORWARD,34,NEW YORK KNICKS,79,2734,13.1,0.475,0.009,0.163,9.5,22.3,15.9,12.1,2.4,0.6,14.4,15.0,1.4,5.6,7.0,0.122,-1.3,2.3,1.0,2.1,False
olajuha01,Hakeem Olajuwon,CENTER,35,HOUSTON ROCKETS,47,1633,20.8,0.531,0.005,0.335,8.5,24.6,16.7,15.8,2.7,4.1,14.8,23.7,2.0,2.5,4.5,0.131,1.2,2.1,3.2,2.2,False
olivebr01,Brian Oliver,SHOOTING GUARD,29,ATLANTA HAWKS,5,61,6.3,0.361,0.0,0.211,6.0,11.2,8.7,5.4,0.9,0.0,4.6,16.5,-0.1,0.0,0.0,-0.012,-5.9,-2.5,-8.3,-0.1,False
oliveji01,Jimmy Oliver,SHOOTING GUARD,28,WASHINGTON WIZARDS,1,10,19.7,0.625,0.5,0.0,0.0,23.5,11.4,17.3,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.228,5.8,1.9,7.7,0.0,False
ollieke01,Kevin Ollie,POINT GUARD,25,DALLAS MAVERICKS,16,214,7.9,0.434,0.0,0.595,3.1,8.0,5.5,22.7,1.5,0.0,23.2,14.8,-0.1,0.1,-0.1,-0.017,-4.5,-1.0,-5.5,-0.2,False
ollieke01,Kevin Ollie,POINT GUARD,25,ORLANDO MAGIC,19,216,9.9,0.508,0.018,0.804,1.6,8.4,4.9,25.8,1.8,0.0,27.0,22.0,-0.2,0.2,0.0,-0.011,-3.0,-0.3,-3.3,-0.1,False
ostergr01,Greg Ostertag,CENTER,24,UTAH JAZZ,63,1288,12.5,0.494,0.0,0.586,13.8,21.8,18.1,2.9,1.2,7.7,19.8,13.5,0.1,2.1,2.2,0.084,-2.4,1.3,-1.1,0.3,False
outlabo01,Bo Outlaw,POWER FORWARD,26,ORLANDO MAGIC,82,2953,15.5,0.575,0.007,0.576,9.9,15.6,12.7,12.3,2.0,4.4,20.5,13.3,3.1,4.5,7.6,0.124,-0.2,2.7,2.5,3.4,False
overtdo01,Doug Overton,POINT GUARD,28,PHILADELPHIA 76ERS,23,277,5.2,0.443,0.048,0.254,0.8,5.0,2.9,21.2,1.5,0.3,24.7,15.1,-0.3,0.1,-0.2,-0.035,-5.8,-1.1,-6.9,-0.3,False
owensbi01,Billy Owens,SMALL FORWARD,28,SACRAMENTO KINGS,78,2348,14.4,0.502,0.096,0.271,7.9,20.0,13.8,15.4,2.1,1.1,15.8,18.3,0.9,2.8,3.7,0.075,-0.8,0.6,-0.3,1.0,False
packro01,Robert Pack,POINT GUARD,28,DALLAS MAVERICKS,12,292,9.0,0.413,0.061,0.367,3.0,10.1,6.5,23.5,3.7,0.2,25.0,23.8,-0.9,0.3,-0.6,-0.093,-4.7,-0.1,-4.9,-0.2,False
parkean01,Anthony Parker,SHOOTING GUARD,22,PHILADELPHIA 76ERS,37,196,14.0,0.501,0.444,0.317,4.7,10.6,7.6,16.4,3.0,1.1,13.3,19.0,0.2,0.2,0.4,0.088,0.0,1.0,1.0,0.1,False
parksch02,Cherokee Parks,CENTER,25,MINNESOTA TIMBERWOLVES,79,1703,13.6,0.533,0.002,0.376,9.4,19.6,14.6,4.7,1.1,3.6,11.2,15.4,2.0,1.8,3.8,0.108,-2.1,-0.2,-2.3,-0.1,False
paytoga01,Gary Payton,POINT GUARD,29,SEATTLE SUPERSONICS,82,3145,21.6,0.544,0.311,0.293,3.0,11.2,7.1,36.7,3.1,0.4,13.7,24.6,8.5,4.0,12.5,0.19,4.4,0.7,5.1,5.7,False
peelean01,Anthony Peeler,SHOOTING GUARD,28,VANCOUVER GRIZZLIES,8,202,15.2,0.529,0.264,0.083,3.4,7.9,5.7,19.5,2.3,0.0,7.4,17.8,0.4,0.0,0.4,0.087,0.6,0.8,1.5,0.2,False
peelean01,Anthony Peeler,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,30,991,15.0,0.533,0.305,0.118,3.6,8.2,5.9,18.1,2.7,0.4,10.9,18.4,1.4,0.7,2.1,0.102,0.6,0.5,1.1,0.8,False
perduwi01,Will Perdue,CENTER,32,SAN ANTONIO SPURS,79,1491,14.8,0.557,0.003,0.451,14.6,26.1,20.7,6.1,0.8,2.4,18.6,13.7,1.5,3.2,4.7,0.151,-0.6,0.8,0.2,0.8,False
