slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
abdulma02,Mahmoud Abdul-Rauf,POINT GUARD,28,SACRAMENTO KINGS,31,530,10.5,0.405,0.114,0.059,1.2,6.7,3.9,19.7,1.6,0.1,6.4,25.1,-0.5,0.2,-0.3,-0.025,-3.1,-1.5,-4.6,-0.4,False
abdulta01,Tariq Abdul-Wahad,SHOOTING GUARD,23,SACRAMENTO KINGS,59,959,10.1,0.456,0.053,0.35,5.0,8.6,6.7,8.9,1.9,0.9,13.6,22.1,-0.8,0.6,-0.2,-0.008,-3.6,-1.2,-4.8,-0.7,False
abdursh01,Shareef Abdur-Rahim,SMALL FORWARD,21,VANCOUVER GRIZZLIES,82,2950,21.1,0.562,0.038,0.475,8.9,13.8,11.3,13.5,1.6,1.8,13.6,28.4,6.3,0.6,6.9,0.113,3.4,-1.8,1.6,2.6,False
alexaco01,Cory Alexander,POINT GUARD,24,SAN ANTONIO SPURS,37,501,11.1,0.512,0.441,0.255,1.7,8.7,5.4,23.2,2.7,0.7,22.6,19.5,-0.2,0.8,0.7,0.065,-2.3,1.0,-1.3,0.1,False
alexaco01,Cory Alexander,POINT GUARD,24,DENVER NUGGETS,23,797,17.8,0.569,0.439,0.255,1.4,13.6,7.3,32.1,3.0,0.6,18.6,19.9,1.2,0.3,1.5,0.091,2.1,-0.6,1.5,0.7,False
allenra02,Ray Allen,SHOOTING GUARD,22,MILWAUKEE BUCKS,82,3287,16.2,0.539,0.28,0.297,4.7,10.4,7.5,19.3,1.8,0.3,15.0,24.3,4.7,2.3,7.0,0.102,1.9,-0.9,1.0,2.5,False
anderde01,Derek Anderson,SMALL FORWARD,23,CLEVELAND CAVALIERS,66,1839,15.3,0.531,0.143,0.538,3.7,8.7,6.2,21.3,2.5,0.5,15.0,21.4,2.6,2.8,5.3,0.139,0.3,1.4,1.7,1.7,False
andergr01,Greg Anderson,CENTER,33,ATLANTA HAWKS,50,398,10.4,0.444,0.062,0.506,12.0,22.6,17.4,5.9,2.6,1.8,14.7,13.5,0.0,0.7,0.7,0.09,-4.3,0.9,-3.4,-0.1,False
anderke01,Kenny Anderson,POINT GUARD,27,PORTLAND TRAIL BLAZERS,45,1472,13.3,0.48,0.252,0.275,3.0,7.5,5.3,28.3,2.2,0.0,16.2,21.7,0.8,1.6,2.3,0.076,-0.2,0.0,-0.2,0.7,False
anderke01,Kenny Anderson,POINT GUARD,27,BOSTON CELTICS,16,386,20.4,0.531,0.184,0.333,0.8,12.0,5.9,43.4,3.5,0.0,14.7,22.1,1.0,0.4,1.4,0.171,2.1,0.2,2.4,0.4,False
anderni01,Nick Anderson,SMALL FORWARD,30,ORLANDO MAGIC,58,1701,19.6,0.529,0.284,0.264,6.6,14.1,10.3,14.1,2.3,1.0,9.2,25.0,3.1,2.1,5.3,0.149,4.0,0.7,4.8,2.9,False
andersh01,Shandon Anderson,SHOOTING GUARD,24,UTAH JAZZ,82,1602,15.7,0.586,0.064,0.37,7.1,10.3,8.8,9.4,2.2,0.8,13.5,19.5,2.9,1.4,4.2,0.127,0.8,-0.1,0.7,1.1,False
anstech01,Chris Anstey,CENTER,23,DALLAS MAVERICKS,41,680,13.2,0.455,0.069,0.32,8.5,17.4,12.8,8.7,2.4,2.8,13.5,20.5,-0.2,0.9,0.6,0.044,-3.4,0.6,-2.8,-0.1,False
anthogr01,Greg Anthony,POINT GUARD,30,SEATTLE SUPERSONICS,80,1021,16.8,0.545,0.456,0.229,2.1,10.7,6.5,32.1,3.4,0.2,19.1,21.6,1.4,1.3,2.7,0.127,1.8,0.8,2.5,1.2,False
armstbj01,B.J. Armstrong,POINT GUARD,30,GOLDEN STATE WARRIORS,4,59,6.3,0.385,0.053,0.368,7.0,5.6,6.3,16.5,3.6,0.0,24.1,21.5,-0.2,0.1,-0.1,-0.092,-6.7,0.3,-6.4,-0.1,False
armstbj01,B.J. Armstrong,POINT GUARD,30,CHARLOTTE HORNETS,62,772,15.2,0.573,0.175,0.222,1.9,8.8,5.4,30.0,1.7,0.0,14.1,14.9,1.8,0.5,2.3,0.141,0.5,0.1,0.6,0.5,False
armstda01,Darrell Armstrong,POINT GUARD,29,ORLANDO MAGIC,48,1236,15.7,0.509,0.179,0.324,6.1,9.2,7.6,33.4,2.6,0.3,20.5,20.2,1.2,1.3,2.5,0.096,1.0,0.2,1.1,1.0,False
askewvi01,Vincent Askew,SHOOTING GUARD,31,PORTLAND TRAIL BLAZERS,30,443,6.7,0.464,0.037,0.722,5.7,11.9,8.9,12.5,2.3,0.8,33.0,10.9,-0.4,0.6,0.2,0.023,-4.1,2.0,-2.1,0.0,False
askinke01,Keith Askins,SMALL FORWARD,30,MIAMI HEAT,46,681,5.5,0.426,0.607,0.156,5.0,12.2,8.7,6.4,2.2,1.3,16.6,10.7,-0.3,1.0,0.7,0.05,-4.2,1.9,-2.3,0.0,False
augmost01,Stacey Augmon,SHOOTING GUARD,29,PORTLAND TRAIL BLAZERS,71,1445,10.3,0.457,0.019,0.419,8.7,10.2,9.5,9.8,2.1,1.6,15.5,16.3,-0.1,1.9,1.8,0.059,-2.5,0.9,-1.6,0.2,False
austiis01,Isaac Austin,CENTER,28,MIAMI HEAT,52,1371,16.8,0.521,0.006,0.429,10.5,17.5,14.1,11.8,1.7,1.8,15.6,25.5,1.1,2.2,3.2,0.113,-0.4,-0.1,-0.5,0.5,False
austiis01,Isaac Austin,CENTER,28,LOS ANGELES CLIPPERS,26,895,15.6,0.497,0.015,0.398,10.1,18.9,14.4,17.3,1.0,1.6,18.3,24.2,0.1,0.3,0.4,0.022,-0.6,-2.1,-2.6,-0.1,False
bakervi01,Vin Baker,CENTER,26,SEATTLE SUPERSONICS,82,2944,20.4,0.564,0.006,0.452,11.8,14.8,13.3,9.3,1.7,2.2,11.1,24.7,6.9,3.5,10.4,0.169,1.9,-0.9,1.0,2.2,False
barklch01,Charles Barkley,POWER FORWARD,34,HOUSTON ROCKETS,68,2243,21.6,0.564,0.113,0.534,12.9,28.8,20.9,16.6,1.7,0.9,13.8,21.6,6.1,2.5,8.6,0.183,3.1,-0.4,2.7,2.7,False
barroda01,Dana Barros,POINT GUARD,30,BOSTON CELTICS,80,1686,18.6,0.583,0.404,0.236,1.8,9.6,5.3,28.4,2.5,0.3,13.7,20.0,4.4,1.3,5.6,0.16,3.5,0.0,3.5,2.3,False
barrybr01,Brent Barry,SHOOTING GUARD,26,LOS ANGELES CLIPPERS,41,1341,14.9,0.564,0.439,0.275,2.3,9.9,6.1,16.4,1.9,1.1,16.0,19.6,1.8,0.2,2.0,0.072,1.3,-0.8,0.5,0.8,False
barrybr01,Brent Barry,SHOOTING GUARD,26,MIAMI HEAT,17,259,11.2,0.52,0.548,0.194,0.9,11.4,6.3,12.8,3.0,1.1,11.8,13.7,0.3,0.4,0.7,0.125,-2.1,2.6,0.5,0.2,False
barrydr01,Drew Barry,POINT GUARD,24,ATLANTA HAWKS,27,256,10.7,0.64,0.553,0.342,2.4,13.3,8.0,29.2,2.1,0.3,40.7,13.3,0.0,0.3,0.3,0.058,-2.7,-0.5,-3.2,-0.1,False
barryjo01,Jon Barry,SHOOTING GUARD,28,LOS ANGELES LAKERS,49,374,13.3,0.518,0.587,0.279,2.5,8.6,5.6,19.7,3.3,0.6,15.9,16.4,0.5,0.4,0.9,0.116,-0.7,1.0,0.2,0.2,False
battito01,Tony Battie,POWER FORWARD,21,DENVER NUGGETS,65,1506,13.3,0.477,0.027,0.198,10.5,17.2,13.7,7.6,1.9,3.4,14.7,20.2,-0.3,0.8,0.5,0.015,-2.5,-1.3,-3.9,-0.7,False
beckco01,Corey Beck,POINT GUARD,26,CHARLOTTE HORNETS,59,738,9.3,0.516,0.025,0.371,4.5,10.2,7.4,20.4,2.4,0.7,27.5,16.0,-0.3,0.7,0.4,0.028,-3.7,0.8,-2.9,-0.2,False
benjabe01,Benoit Benjamin,CENTER,33,PHILADELPHIA 76ERS,14,197,12.5,0.581,0.0,0.732,10.4,20.6,15.5,2.5,1.1,1.5,18.1,15.1,0.2,0.2,0.4,0.098,-2.1,-1.1,-3.2,-0.1,False
bennema01,Mario Bennett,POWER FORWARD,24,LOS ANGELES LAKERS,45,354,22.2,0.573,0.015,0.326,19.7,20.6,20.1,9.0,2.8,2.2,12.0,21.8,0.9,0.6,1.5,0.201,1.4,-0.5,0.9,0.3,False
benoida01,David Benoit,SMALL FORWARD,29,NEW JERSEY NETS,53,799,10.0,0.489,0.442,0.164,5.7,15.3,10.2,3.3,1.7,1.5,11.9,17.8,0.4,0.7,1.1,0.067,-2.3,-0.3,-2.7,-0.2,False
benoida01,David Benoit,SMALL FORWARD,29,ORLANDO MAGIC,24,324,11.8,0.453,0.367,0.216,6.4,16.4,11.3,4.5,1.5,0.9,7.9,23.4,0.1,0.4,0.5,0.068,-2.0,-0.3,-2.3,0.0,False
besttr01,Travis Best,POINT GUARD,25,INDIANA PACERS,82,1547,13.6,0.498,0.146,0.273,2.3,7.0,4.7,29.9,3.0,0.2,17.1,20.0,1.2,2.1,3.3,0.103,-1.2,1.4,0.3,0.9,False
billuch01,Chauncey Billups,POINT GUARD,21,BOSTON CELTICS,51,1296,15.4,0.53,0.416,0.396,3.3,7.3,5.1,26.7,3.1,0.1,18.1,21.7,1.6,1.0,2.6,0.096,1.2,-0.4,0.8,0.9,False
billuch01,Chauncey Billups,POINT GUARD,21,TORONTO RAPTORS,29,920,11.1,0.493,0.461,0.292,2.6,7.0,4.7,16.7,1.7,0.1,14.4,18.5,0.6,-0.2,0.4,0.02,-1.2,-2.8,-4.0,-0.4,False
blaylmo01,Mookie Blaylock,POINT GUARD,30,ATLANTA HAWKS,70,2700,16.1,0.462,0.356,0.143,3.7,10.9,7.4,29.5,3.7,0.5,15.0,20.1,1.9,3.7,5.6,0.099,1.2,1.5,2.6,3.2,False
blounco01,Corie Blount,POWER FORWARD,29,LOS ANGELES LAKERS,70,1029,11.9,0.572,0.021,0.417,12.9,19.7,16.4,5.2,1.4,1.7,18.7,11.7,1.2,1.4,2.6,0.12,-1.8,-0.2,-2.0,0.0,False
boguemu01,Muggsy Bogues,POINT GUARD,33,CHARLOTTE HORNETS,2,16,20.6,0.51,0.0,0.4,0.0,7.5,3.8,40.0,6.7,0.0,14.5,19.9,0.0,0.0,0.1,0.193,0.6,5.4,6.0,0.0,False
boguemu01,Muggsy Bogues,POINT GUARD,33,GOLDEN STATE WARRIORS,59,1554,12.3,0.491,0.05,0.208,2.0,7.1,4.5,33.5,2.2,0.1,23.1,12.7,0.7,1.0,1.7,0.051,-1.5,0.1,-1.4,0.2,False
bohanet01,Etdrick Bohannon,POWER FORWARD,24,INDIANA PACERS,5,11,-10.3,0.0,0.0,0.0,23.1,41.7,32.8,12.3,0.0,12.9,42.9,30.3,-0.2,0.0,-0.1,-0.52,-22.7,-1.2,-23.9,-0.1,False
boothke01,Keith Booth,SMALL FORWARD,23,CHICAGO BULLS,6,17,13.8,0.579,0.167,1.0,13.4,13.5,13.5,9.0,0.0,0.0,25.8,30.7,0.0,0.0,0.0,0.107,-4.3,-2.7,-7.0,0.0,False
bowenbr01,Bruce Bowen,SMALL FORWARD,26,BOSTON CELTICS,61,1305,11.0,0.483,0.198,0.409,6.6,9.4,7.9,9.3,3.4,1.7,12.9,13.4,0.8,1.4,2.2,0.081,-2.0,1.5,-0.4,0.5,False
bowiean01,Anthony Bowie,SHOOTING GUARD,34,NEW YORK KNICKS,27,224,12.9,0.596,0.068,0.153,4.8,9.2,7.0,8.5,1.5,0.7,10.0,14.6,0.4,0.3,0.7,0.148,-0.5,0.8,0.4,0.1,False
bradlsh01,Shawn Bradley,CENTER,25,DALLAS MAVERICKS,64,1822,17.7,0.463,0.004,0.253,9.8,22.1,15.8,5.9,1.5,8.2,10.8,22.3,0.0,3.0,2.9,0.077,-2.1,1.6,-0.4,0.7,False
brandte01,Terrell Brandon,POINT GUARD,27,MILWAUKEE BUCKS,50,1784,20.2,0.526,0.127,0.213,1.6,10.6,6.0,40.0,3.3,0.7,15.3,24.2,3.1,2.0,5.1,0.136,2.8,0.8,3.7,2.5,False
breauti01,Tim Breaux,SMALL FORWARD,27,MILWAUKEE BUCKS,6,30,11.6,0.421,0.273,0.182,0.0,8.2,4.1,11.1,3.5,2.5,7.8,19.6,0.0,0.0,0.0,0.028,-0.8,0.5,-0.3,0.0,False
brooksc01,Scott Brooks,POINT GUARD,32,CLEVELAND CAVALIERS,43,312,13.9,0.528,0.167,0.303,2.4,9.3,5.9,25.3,3.1,0.7,13.8,12.8,0.5,0.5,1.0,0.156,-0.2,2.8,2.6,0.4,False
brownch01,Chucky Brown,SMALL FORWARD,29,ATLANTA HAWKS,77,1202,10.5,0.472,0.022,0.234,5.8,11.9,9.0,7.7,1.0,0.8,11.1,17.8,0.5,0.9,1.4,0.056,-2.3,-1.2,-3.4,-0.4,False
brownde01,Dee Brown,SHOOTING GUARD,29,BOSTON CELTICS,41,811,11.4,0.524,0.443,0.11,1.3,8.3,4.5,10.4,2.8,0.6,10.7,16.0,0.7,0.7,1.3,0.078,-1.2,0.3,-0.8,0.2,False
brownde01,Dee Brown,SHOOTING GUARD,29,TORONTO RAPTORS,31,908,16.8,0.58,0.515,0.14,1.7,9.8,5.6,18.8,2.2,1.3,11.2,17.7,2.0,0.1,2.1,0.11,2.7,-1.2,1.6,0.8,False
brownpj01,P.J. Brown,POWER FORWARD,28,MIAMI HEAT,74,2362,15.0,0.522,0.0,0.334,12.1,19.2,15.8,7.2,1.5,3.0,12.5,15.3,3.5,4.0,7.5,0.152,-0.2,1.0,0.8,1.7,False
brownra02,Randy Brown,POINT GUARD,29,CHICAGO BULLS,71,1147,10.1,0.428,0.017,0.258,3.4,6.0,4.7,19.6,3.3,0.8,15.8,15.6,-0.1,1.9,1.8,0.075,-4.0,2.3,-1.6,0.1,False
brunsri01,Rick Brunson,POINT GUARD,25,PORTLAND TRAIL BLAZERS,38,622,9.6,0.481,0.433,0.44,2.7,7.6,5.2,24.8,2.1,0.4,23.6,16.0,-0.1,0.7,0.6,0.048,-2.4,0.0,-2.4,-0.1,False
bryanko01,Kobe Bryant,SMALL FORWARD,19,LOS ANGELES LAKERS,79,2056,18.5,0.548,0.241,0.501,4.5,8.7,6.7,16.0,1.8,1.3,12.4,27.2,4.5,1.8,6.3,0.147,2.2,-0.8,1.4,1.8,False
bryanma01,Mark Bryant,CENTER,32,PHOENIX SUNS,70,1110,10.2,0.545,0.004,0.422,9.9,15.6,12.8,6.0,1.7,1.0,17.9,13.3,1.0,1.6,2.5,0.109,-3.5,0.5,-3.1,-0.3,False
buechju01,Jud Buechler,SMALL FORWARD,29,CHICAGO BULLS,74,608,14.1,0.554,0.369,0.034,4.5,10.0,7.3,12.8,2.0,1.8,10.5,14.7,1.0,0.9,1.9,0.151,0.9,1.8,2.7,0.7,False
bullama01,Matt Bullard,SMALL FORWARD,30,HOUSTON ROCKETS,67,1190,13.8,0.581,0.594,0.069,2.5,11.9,7.3,8.5,1.4,1.4,8.9,16.8,2.0,0.5,2.5,0.102,1.9,-0.6,1.3,1.0,False
burresc01,Scott Burrell,SMALL FORWARD,27,CHICAGO BULLS,80,1096,15.7,0.516,0.384,0.171,8.3,12.4,10.3,9.5,3.1,2.5,11.0,18.5,1.5,2.2,3.7,0.163,0.4,2.2,2.5,1.3,False
burtowi01,Willie Burton,SMALL FORWARD,29,SAN ANTONIO SPURS,13,43,21.4,0.514,0.429,0.571,8.6,15.1,12.1,4.3,2.5,3.3,3.7,29.8,0.1,0.1,0.2,0.229,2.6,1.7,4.3,0.1,False
butlemi02,Mitchell Butler,SHOOTING GUARD,27,CLEVELAND CAVALIERS,18,206,4.8,0.36,0.128,0.213,3.6,9.4,6.6,13.7,2.1,0.0,13.5,13.3,-0.2,0.3,0.1,0.016,-5.0,2.1,-2.9,0.0,False
caffeja01,Jason Caffey,POWER FORWARD,24,CHICAGO BULLS,51,710,14.4,0.548,0.005,0.518,12.2,15.7,14.0,8.0,1.0,1.7,16.4,18.4,0.9,1.1,2.0,0.138,-1.6,0.1,-1.5,0.1,False
caffeja01,Jason Caffey,POWER FORWARD,24,GOLDEN STATE WARRIORS,29,713,13.4,0.509,0.004,0.363,12.2,13.4,12.8,8.0,0.9,0.3,15.5,22.4,0.2,0.5,0.7,0.047,-1.5,-1.7,-3.2,-0.2,False
cagemi01,Michael Cage,CENTER,36,NEW JERSEY NETS,79,1201,10.1,0.531,0.012,0.429,10.4,19.9,14.8,3.6,2.0,2.7,18.7,4.4,1.1,1.4,2.5,0.1,-0.9,1.4,0.5,0.7,False
caldwad01,Adrian Caldwell,POWER FORWARD,31,DALLAS MAVERICKS,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,-3.6,-2.1,-5.6,0.0,False
cambyma01,Marcus Camby,CENTER,23,TORONTO RAPTORS,63,2002,15.9,0.448,0.003,0.327,10.9,15.3,13.0,9.4,1.8,7.9,13.6,21.6,-0.6,1.5,0.9,0.022,-2.0,0.4,-1.6,0.2,False
campbel01,Elden Campbell,POWER FORWARD,29,LOS ANGELES LAKERS,81,1784,16.4,0.527,0.003,0.548,9.3,19.3,14.4,6.9,1.0,4.0,12.9,22.0,2.3,2.4,4.7,0.126,-1.0,-0.3,-1.4,0.3,False
carran01,Antoine Carr,POWER FORWARD,36,UTAH JAZZ,66,1086,9.8,0.513,0.0,0.302,5.1,9.6,7.5,7.2,0.5,3.7,11.5,17.8,0.8,0.7,1.5,0.068,-3.5,-0.3,-3.7,-0.5,False
carrch01,Chris Carr,SHOOTING GUARD,23,MINNESOTA TIMBERWOLVES,51,1165,11.6,0.509,0.281,0.219,4.2,10.8,7.6,11.6,0.8,0.7,12.2,21.5,0.7,0.4,1.1,0.046,-1.3,-1.8,-3.1,-0.3,False
cassesa01,Sam Cassell,POINT GUARD,28,NEW JERSEY NETS,75,2606,21.0,0.533,0.069,0.439,3.0,7.4,5.1,40.4,2.4,0.6,16.3,27.5,6.6,1.7,8.3,0.152,3.7,-0.1,3.6,3.7,False
catoke01,Kelvin Cato,CENTER,23,PORTLAND TRAIL BLAZERS,74,1007,13.3,0.496,0.013,0.546,10.9,17.9,14.6,3.6,1.5,6.8,13.4,14.7,0.7,2.0,2.7,0.129,-3.2,2.6,-0.6,0.4,False
causwdu01,Duane Causwell,CENTER,29,MIAMI HEAT,37,363,9.2,0.443,0.0,0.292,9.7,21.9,16.0,2.2,1.1,5.4,15.2,15.2,-0.2,0.7,0.5,0.069,-6.1,1.4,-4.7,-0.2,False
cebalce01,Cedric Ceballos,SMALL FORWARD,28,PHOENIX SUNS,35,626,19.2,0.564,0.194,0.326,9.8,17.8,13.9,9.6,1.8,0.9,11.7,24.2,1.2,0.9,2.1,0.163,2.3,0.2,2.5,0.7,False
cebalce01,Cedric Ceballos,SMALL FORWARD,28,DALLAS MAVERICKS,12,364,19.4,0.552,0.127,0.389,7.2,15.0,11.0,13.3,1.6,1.5,15.2,27.3,0.4,0.3,0.7,0.094,1.7,-0.6,1.1,0.3,False
chambto01,Tom Chambers,POWER FORWARD,38,PHILADELPHIA 76ERS,1,10,31.5,1.042,0.0,1.0,0.0,23.2,11.5,0.0,10.6,0.0,25.8,17.4,0.0,0.0,0.1,0.369,3.2,9.3,12.5,0.0,False
chapmre01,Rex Chapman,SHOOTING GUARD,30,PHOENIX SUNS,68,2263,14.4,0.521,0.325,0.196,1.6,7.2,4.5,14.8,1.6,0.4,10.0,23.1,2.4,2.1,4.5,0.095,0.9,-0.7,0.2,1.3,False
cheanca01,Calbert Cheaney,SHOOTING GUARD,26,WASHINGTON WIZARDS,82,2841,11.7,0.488,0.054,0.219,3.2,10.0,6.5,9.8,1.8,0.9,8.8,18.4,1.6,2.5,4.1,0.069,-2.3,0.2,-2.1,0.0,False
chilcpe01,Pete Chilcutt,POWER FORWARD,29,VANCOUVER GRIZZLIES,82,1420,12.6,0.526,0.362,0.164,6.3,18.5,12.4,11.3,1.9,1.8,13.9,14.0,1.2,0.8,2.0,0.067,-0.5,0.0,-0.5,0.5,False
childch01,Chris Childs,POINT GUARD,30,NEW YORK KNICKS,68,1599,11.6,0.524,0.246,0.356,2.2,10.0,6.1,26.6,1.9,0.3,20.1,15.0,1.4,2.3,3.7,0.11,-1.7,1.5,-0.2,0.7,False
chrisdo01,Doug Christie,SHOOTING GUARD,27,TORONTO RAPTORS,78,2939,16.2,0.53,0.287,0.305,3.5,12.3,7.7,16.3,3.4,1.3,15.8,21.5,2.4,1.6,4.0,0.066,0.4,0.0,0.4,1.7,False
closske01,Keith Closs,CENTER,21,LOS ANGELES CLIPPERS,58,740,14.0,0.482,0.0,0.372,9.6,16.3,12.9,4.2,0.8,7.3,13.6,16.7,0.1,0.5,0.6,0.041,-2.3,0.4,-1.9,0.0,False
colemde01,Derrick Coleman,POWER FORWARD,30,PHILADELPHIA 76ERS,59,2135,17.5,0.5,0.113,0.451,8.0,23.8,15.8,12.3,1.1,2.4,13.1,25.2,1.8,2.7,4.4,0.1,1.1,-0.6,0.5,1.3,False
colesbi01,Bimbo Coles,POINT GUARD,29,GOLDEN STATE WARRIORS,53,1471,10.4,0.444,0.13,0.201,1.2,7.9,4.5,27.9,1.8,0.6,15.7,16.8,-0.1,1.0,0.9,0.029,-3.4,-0.1,-3.5,-0.6,False
collija01,James Collins,SHOOTING GUARD,24,LOS ANGELES CLIPPERS,23,103,15.3,0.482,0.364,0.255,7.7,7.8,7.7,5.4,3.0,2.0,11.6,29.8,0.0,0.0,0.0,0.008,1.0,-2.0,-1.0,0.0,False
conloma01,Marty Conlon,CENTER,30,MIAMI HEAT,18,209,17.2,0.541,0.0,0.71,9.3,16.3,12.9,9.8,2.4,1.7,11.9,20.6,0.4,0.4,0.8,0.177,-0.4,1.2,0.8,0.1,False
corbity01,Tyrone Corbin,SMALL FORWARD,35,ATLANTA HAWKS,79,2699,12.0,0.502,0.189,0.171,3.5,12.0,7.9,10.6,2.1,0.2,9.7,15.3,2.9,2.7,5.5,0.098,-0.9,0.5,-0.4,1.1,False
cottoja02,James Cotton,SHOOTING GUARD,22,SEATTLE SUPERSONICS,9,33,12.5,0.481,0.19,0.429,7.4,14.2,10.9,0.0,1.6,2.3,19.4,43.5,-0.1,0.0,-0.1,-0.104,-6.1,-4.6,-10.7,-0.1,False
crawfch01,Chris Crawford,POWER FORWARD,22,ATLANTA HAWKS,40,256,20.4,0.536,0.027,0.618,9.5,9.3,9.4,6.4,2.6,1.9,11.4,28.6,0.6,0.3,0.9,0.17,0.9,-0.7,0.3,0.1,False
croshau01,Austin Croshere,POWER FORWARD,22,INDIANA PACERS,26,243,7.7,0.412,0.151,0.163,5.2,16.5,11.1,5.4,2.0,1.5,12.4,20.6,-0.4,0.4,0.0,0.003,-6.0,-0.1,-6.1,-0.3,False
crottjo01,John Crotty,POINT GUARD,28,PORTLAND TRAIL BLAZERS,26,379,7.0,0.457,0.222,0.378,1.3,8.3,4.9,25.5,1.4,0.2,28.6,17.6,-0.4,0.3,-0.1,-0.013,-4.2,-1.1,-5.2,-0.3,False
cummite01,Terry Cummings,POWER FORWARD,36,PHILADELPHIA 76ERS,44,656,12.9,0.49,0.005,0.274,9.6,16.4,13.0,5.6,1.8,0.6,6.7,17.4,0.8,0.7,1.4,0.106,-2.1,-0.8,-2.9,-0.2,False
cummite01,Terry Cummings,POWER FORWARD,36,NEW YORK KNICKS,30,529,14.6,0.501,0.0,0.185,9.5,21.2,15.3,9.3,1.6,0.7,12.7,23.7,0.1,1.0,1.1,0.101,-2.3,0.1,-2.2,0.0,False
cunniwi01,William Cunningham,CENTER,23,UTAH JAZZ,6,38,8.7,0.444,0.0,0.0,14.0,12.3,13.1,4.0,2.8,0.0,0.0,11.0,0.1,0.0,0.1,0.122,-3.7,0.2,-3.5,0.0,False
cunniwi01,William Cunningham,CENTER,23,PHILADELPHIA 76ERS,1,1,33.3,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473,4.0,5.4,9.5,0.0,False
curlebi01,Bill Curley,POWER FORWARD,25,MINNESOTA TIMBERWOLVES,11,146,7.8,0.495,0.03,0.091,8.6,13.1,10.9,4.0,1.1,0.5,8.0,11.4,0.1,0.1,0.2,0.068,-4.9,-1.5,-6.4,-0.2,False
curryde01,Dell Curry,SHOOTING GUARD,33,CHARLOTTE HORNETS,52,971,15.1,0.536,0.334,0.12,3.3,9.2,6.3,12.9,1.7,0.3,10.6,24.3,1.0,0.7,1.7,0.085,1.2,-1.3,-0.1,0.5,False
currymi01,Michael Curry,SHOOTING GUARD,29,MILWAUKEE BUCKS,82,1978,9.1,0.548,0.022,0.421,1.6,4.5,3.0,10.9,1.5,0.5,13.5,13.2,2.1,0.9,2.9,0.071,-2.9,0.0,-2.9,-0.5,False
dampier01,Erick Dampier,CENTER,22,GOLDEN STATE WARRIORS,82,2656,14.0,0.502,0.003,0.504,10.6,18.3,14.4,6.1,0.8,3.6,15.3,18.7,1.1,2.9,4.0,0.072,-2.2,-0.2,-2.4,-0.3,False
daniean01,Antonio Daniels,SHOOTING GUARD,22,VANCOUVER GRIZZLIES,74,1956,9.9,0.465,0.095,0.31,1.3,7.1,4.2,26.6,1.5,0.4,20.8,17.9,-0.9,-0.4,-1.3,-0.032,-2.4,-2.6,-5.0,-1.5,False
daniell01,Lloyd Daniels,SHOOTING GUARD,30,TORONTO RAPTORS,6,82,13.5,0.509,0.31,0.345,5.3,4.3,4.8,8.2,1.9,1.7,10.7,20.0,0.1,0.0,0.1,0.04,-0.8,-2.6,-3.3,0.0,False
dareyi01,Yinka Dare,CENTER,25,NEW JERSEY NETS,10,60,4.5,0.279,0.0,0.444,18.1,14.4,16.4,2.4,0.0,2.5,8.5,17.0,-0.1,0.0,-0.1,-0.051,-6.6,-4.5,-11.1,-0.1,False
davisan01,Antonio Davis,POWER FORWARD,29,INDIANA PACERS,82,2191,15.3,0.558,0.006,0.754,11.1,19.2,15.4,4.5,1.1,2.3,12.8,17.5,3.8,3.6,7.4,0.162,-0.3,0.2,-0.1,1.1,False
davisbe01,Ben Davis,POWER FORWARD,25,NEW YORK KNICKS,7,13,7.7,0.2,0.0,0.0,55.2,0.0,27.7,0.0,4.2,0.0,0.0,36.1,-0.1,0.0,0.0,-0.127,-5.6,-12.0,-17.6,0.0,False
davisda01,Dale Davis,CENTER,28,INDIANA PACERS,78,2174,15.2,0.546,0.0,0.345,13.6,19.9,16.9,5.3,1.3,2.8,11.3,14.2,3.4,3.8,7.1,0.158,0.6,0.6,1.3,1.8,False
davisem01,Emanual Davis,POINT GUARD,29,HOUSTON ROCKETS,45,599,9.2,0.581,0.507,0.261,2.0,7.2,4.6,15.4,1.5,0.4,24.7,15.9,0.2,0.1,0.3,0.022,-2.1,-1.5,-3.6,-0.3,False
davishu01,Hubert Davis,SHOOTING GUARD,27,DALLAS MAVERICKS,81,2378,12.5,0.549,0.3,0.151,1.6,6.5,4.0,11.4,1.0,0.1,9.7,17.4,3.1,0.3,3.4,0.068,-0.4,-1.6,-2.0,0.0,False
